tweet_id,retweet_count,favorite_count
680176173301628928,1476,3758
680191257256136705,477,2073
680206703334408192,1110,2734
680221482581123072,282,1425
680440374763077632,481,1406
680473011644985345,722,2463
680494726643068929,467,1665
680497766108381184,1824,4093
680583894916304897,1274,3501
680609293079592961,668,2533
680798457301471234,992,2750
680801747103793152,785,2298
680836378243002368,1263,3336
680889648562991104,353,1700
680913438424612864,593,2329
680934982542561280,417,2019
680940246314430465,998,3077
680959110691590145,1926,4439
680970795137544192,626,2334
681193455364796417,1413,3571
681231109724700672,465,2330
681242418453299201,506,1436
681261549936340994,256,1410
681281657291280384,1053,3128
681297372102656000,911,3104
681302363064414209,1741,3797
681320187870711809,709,2554
681339448655802368,3927,9009
681523177663676416,5518,13798
681579835668455424,1250,3432
681610798867845120,446,1834
681654059175129088,875,2548
681679526984871937,423,1707
681694085539872773,3896,12386
681891461017812993,781,2391
681981167097122816,996,2718
682003177596559360,1454,3015
682032003584274432,1906,6361
682047327939461121,900,3088
682059653698686977,1605,4770
682242692827447297,1103,3120
682259524040966145,1145,3995
682303737705140231,935,2957
682389078323662849,449,1609
682393905736888321,637,2165
682406705142087680,1685,7314
682429480204398592,1107,3324
682638830361513985,567,2002
682662431982772225,1035,2951
682697186228989953,349,1273
682750546109968385,419,1471
682788441537560576,1066,2396
682962037429899265,15776,35534
683030066213818368,717,2098
683078886620553216,545,1935
683098815881154561,629,2102
683111407806746624,876,3294
683142553609318400,1000,2776
683357973142474752,878,2799
683391852557561860,2308,7396
683449695444799489,1552,3756
683462770029932544,646,2348
683481228088049664,963,2583
683498322573824003,932,3069
683742671509258241,3182,6260
683773439333797890,1293,3238
683828599284170753,1015,2704
683834909291606017,1076,2543
683849932751646720,915,2532
683852578183077888,332,1879
683857920510050305,1076,3684
684097758874210310,1382,3976
684122891630342144,450,1944
684177701129875456,635,1958
684188786104872960,1121,3384
684195085588783105,488,1845
684200372118904832,999,2086
684222868335505415,1308,3714
684225744407494656,197,1201
684241637099323392,3143,7853
684460069371654144,539,1915
684481074559381504,1127,3755
684538444857667585,912,2567
684567543613382656,1164,2910
684594889858887680,3367,8604
684800227459624960,963,2639
684880619965411328,776,2023
684902183876321280,506,1806
684914660081053696,1399,3387
684926975086034944,446,3374
684940049151070208,999,3103
684959798585110529,3014,6597
685169283572338688,1381,3983
685198997565345792,645,2260
685268753634967552,1156,3002
685307451701334016,421,2013
685315239903100929,1003,3185
685321586178670592,604,2563
685325112850124800,3814,9128
685532292383666176,1109,2931
685547936038666240,14985,31854
685641971164143616,747,2832
685663452032069632,1397,3127
685667379192414208,544,2286
685906723014619143,2754,7251
685943807276412928,569,1578
685973236358713344,502,2034
686003207160610816,598,1773
686007916130873345,397,2410
686034024800862208,1099,2980
686050296934563840,700,2154
686358356425093120,639,2106
686377065986265092,548,2142
686386521809772549,852,3162
686606069955735556,525,1828
686618349602762752,1311,3582
686683045143953408,774,2741
686730991906516992,1156,4013
686749460672679938,1400,3370
686947101016735744,3076,8376
687096057537363968,585,2170
687102708889812993,936,2277
687109925361856513,2366,5632
687124485711986689,489,2112
687127927494963200,2190,5265
687312378585812992,1831,4236
687317306314240000,8832,19521
687460506001633280,525,2002
687476254459715584,515,1923
687480748861947905,230,1557
687494652870668288,555,1840
687664829264453632,490,1880
687704180304273409,812,2364
687807801670897665,691,2309
687818504314159109,920,2407
687826841265172480,1081,2669
688064179421470721,347,1683
688116655151435777,745,2743
688179443353796608,564,2069
688211956440801280,795,2176
688385280030670848,4306,8982
688519176466644993,702,2249
688547210804498433,673,2514
688789766343622656,638,2153
688804835492233216,183,935
688828561667567616,352,1344
688894073864884227,659,2174
688898160958271489,753,2029
688908934925697024,738,2044
688916208532455424,829,2630
689143371370250240,487,1961
689154315265683456,954,2990
689275259254616065,235,1111
689280876073582592,681,1923
689283819090870273,1060,3162
689289219123089408,898,2189
689517482558820352,1379,3299
689557536375177216,438,1989
689599056876867584,5299,11293
689623661272240129,621,2163
689659372465688576,3703,10041
689661964914655233,899,3131
689835978131935233,723,2104
689877686181715968,1118,2948
689905486972461056,671,2376
689977555533848577,433,1331
689999384604450816,354,1370
690005060500217858,1620,3550
690015576308211712,709,2412
690021994562220032,987,2708
690248561355657216,398,1632
690360449368465409,846,2583
690374419777196032,811,3153
690400367696297985,433,1827
690597161306841088,582,1888
690649993829576704,262,1258
690690673629138944,792,2254
690728923253055490,498,2112
690735892932222976,1222,3671
690932576555528194,980,3186
690938899477221376,1876,3968
690959652130045952,1201,3467
691090071332753408,322,1672
691096613310316544,850,2875
691321916024623104,636,2497
691416866452082688,7345,18744
691444869282295808,813,2557
691459709405118465,1095,3924
691483041324204033,538,2320
691675652215414786,492,1895
691756958957883396,957,2747
691820333922455552,1595,3841
692017291282812928,919,2801
692142790915014657,376,1598
692158366030913536,760,2085
692187005137076224,785,2458
692417313023332352,3337,9075
692530551048294401,397,1777
692535307825213440,1307,3056
692568918515392513,1477,4225
692752401762250755,3514,6599
692828166163931137,859,2783
692894228850999298,762,2192
692901601640583168,580,1708
692905862751522816,844,2355
692919143163629568,729,2599
693095443459342336,438,1805
693109034023534592,587,1656
693155686491000832,3092,7650
693231807727280129,717,2785
693262851218264065,479,2143
693280720173801472,1197,3246
693486665285931008,609,1716
693590843962331137,1876,4887
693622659251335168,359,1487
693629975228977152,767,2371
693642232151285760,397,2469
693647888581312512,563,2605
693942351086120961,353,1695
694001791655137281,986,3303
694183373896572928,894,2852
694206574471057408,1963,4025
694329668942569472,486,1938
694352839993344000,588,1973
694356675654983680,276,1457
694669722378485760,13818,34705
694905863685980160,902,2661
695051054296211456,766,2577
695064344191721472,568,1548
695074328191332352,1056,2754
695095422348574720,590,2563
695314793360662529,1398,3511
695409464418041856,3454,8404
695446424020918272,1750,4263
695629776980148225,2012,4421
695767669421768709,709,1804
695794761660297217,743,3066
695816827381944320,1106,2920
696405997980676096,1115,3102
696488710901260288,987,2434
696713835009417216,623,2306
696754882863349760,348,1438
696877980375769088,687,2373
696886256886657024,1729,4696
696894894812565505,659,2266
696900204696625153,987,3070
697242256848379904,643,2449
697255105972801536,1111,2970
697259378236399616,971,3194
697270446429966336,1814,4562
697463031882764288,1354,3320
697482927769255936,641,2340
697575480820686848,483,1981
697596423848730625,1217,2915
697616773278015490,976,3050
697881462549430272,1117,2922
697943111201378304,648,2319
697990423684476929,1241,3186
697995514407682048,324,1477
698178924120031232,714,2733
698195409219559425,5748,16241
698262614669991936,1922,4627
698342080612007937,927,2198
698355670425473025,429,1793
698549713696649216,601,2250
698635131305795584,330,1255
698703483621523456,360,1410
698710712454139905,653,2389
698907974262222848,599,2458
698953797952008193,880,2599
698989035503689728,936,3235
699036661657767936,1156,2528
699072405256409088,1142,2878
699079609774645248,622,2373
699088579889332224,603,2180
699323444782047232,831,3059
699370870310113280,419,1833
699413908797464576,603,2025
699423671849451520,308,1318
699434518667751424,492,2107
699446877801091073,2525,5773
699691744225525762,4422,9964
699775878809702401,581,1898
699779630832685056,1192,2646
699788877217865730,493,2164
699801817392291840,914,2948
700002074055016451,1292,3204
700029284593901568,564,2014
700062718104104960,659,2566
700143752053182464,2604,7286
700151421916807169,643,2171
700167517596164096,704,2556
700462010979500032,1712,3985
700505138482569216,546,2222
700518061187723268,765,2532
700747788515020802,8932,22085
700796979434098688,901,2358
700847567345688576,481,2382
700864154249383937,601,2515
700890391244103680,548,2149
701214700881756160,4895,11809
701545186879471618,585,2583
701570477911896070,895,2730
701601587219795968,435,2033
701889187134500865,1340,3441
701952816642965504,990,3725
701981390485725185,947,3330
702217446468493312,1295,4633
702276748847800320,742,2393
702321140488925184,1008,3174
702539513671897089,922,2789
702598099714314240,3312,11848
702671118226825216,541,2122
702684942141153280,1025,3127
702932127499816960,693,2507
703041949650034688,11986,25475
703079050210877440,2967,7165
703268521220972544,522,1920
703356393781329922,372,1853
703382836347330562,1104,3396
703407252292673536,667,2363
703425003149250560,1308,3685
703611486317502464,1474,3714
703631701117943808,649,2490
703769065844768768,1096,3164
703774238772166656,437,1785
704054845121142784,885,2832
704113298707505153,552,1798
704347321748819968,336,1526
704364645503647744,3417,7722
704480331685040129,1032,3288
704499785726889984,969,2821
704761120771465216,2807,6429
704819833553219584,944,2558
704847917308362754,1459,4909
704859558691414016,512,2177
704871453724954624,1088,4147
705066031337840642,594,2123
705102439679201280,499,2074
705223444686888960,771,2511
705239209544720384,727,2901
705428427625635840,1608,3680
705442520700944385,1554,4269
705475953783398401,878,2870
705591895322394625,1104,3074
705786532653883392,496,1869
705898680587526145,530,2298
705970349788291072,858,3079
705975130514706432,704,3001
706166467411222528,1541,4979
706265994973601792,899,2651
706291001778950144,461,1656
706310011488698368,7600,20583
706346369204748288,891,3347
706516534877929472,990,3023
706538006853918722,1379,3362
706593038911545345,607,2088
706644897839910912,1052,2493
706681918348251136,942,3196
706901761596989440,562,1984
707014260413456384,575,2246
707021089608753152,1299,3960
707038192327901184,756,2117
707059547140169728,650,2515
707297311098011648,753,2700
707315916783140866,612,2395
707377100785885184,1043,3169
707387676719185920,1228,3380
707411934438625280,575,2225
707420581654872064,667,2184
707610948723478529,6095,16412
707693576495472641,953,3287
707741517457260545,588,2414
707776935007539200,920,3170
707969809498152960,922,2598
707995814724026368,1084,3022
708026248782585858,1849,4254
708109389455101952,534,1889
708119489313951744,941,2599
708130923141795840,824,3268
708149363256774660,1498,4154
708349470027751425,710,2277
708356463048204288,1263,3459
708469915515297792,783,3004
708479650088034305,651,2461
708711088997666817,690,2450
708738143638450176,781,2672
708810915978854401,6640,15925
708834316713893888,481,1630
708845821941387268,858,2879
709042156699303936,1566,4576
709158332880297985,395,1966
709198395643068416,614,2371
709207347839836162,5541,12072
709225125749587968,546,2337
709409458133323776,651,2549
709449600415961088,545,2136
709519240576036864,226,1447
709556954897764353,1028,3178
709566166965075968,1152,3433
709852847387627521,1153,3404
709901256215666688,98,646
709918798883774466,1048,3386
710117014656950272,1891,5279
710140971284037632,848,2663
710153181850935296,860,2818
710269109699739648,1071,2313
710272297844797440,1201,4381
710283270106132480,501,2087
710588934686908417,1784,4380
710658690886586372,540,2235
710833117892898816,512,2598
710844581445812225,656,2456
710997087345876993,1333,4425
711008018775851008,588,2895
711306686208872448,708,3186
711363825979756544,1086,3513
711652651650457602,875,3731
711694788429553666,17619,31740
711732680602345472,3923,8506
711743778164514816,954,2749
711968124745228288,2214,7771
711998809858043904,122,0
712065007010385924,598,2178
712085617388212225,466,3166
712092745624633345,853,2845
712097430750289920,991,3643
712438159032893441,1507,5145
712668654853337088,1161,4033
712717840512598017,4761,11887
712809025985978368,6463,18393
713175907180089344,1417,4303
713177543487135744,2748,6976
713411074226274305,1250,4284
713761197720473600,1308,4691
713900603437621249,703,2746
713919462244790272,762,3184
714141408463036416,1346,4181
714214115368108032,836,2202
714251586676113411,802,3167
714258258790387713,702,2932
714606013974974464,884,3509
714631576617938945,950,3170
714957620017307648,1353,4007
714982300363173890,994,3594
715009755312439296,1175,4009
715200624753819648,1793,4975
715220193576927233,622,2340
715342466308784130,662,2944
715360349751484417,1502,5289
715680795826982913,1539,4145
715696743237730304,1241,3777
715733265223708672,1621,4514
715928423106027520,844,3083
716080869887381504,1827,6549
716285507865542656,1009,2682
716439118184652801,201,2303
716791146589110272,1513,7935
716802964044845056,1124,4144
717009362452090881,923,3125
717047459982213120,1844,6065
717421804990701568,804,3052
717537687239008257,1768,5587
717790033953034240,1055,2775
717841801130979328,574,2371
718234618122661888,949,3740
718246886998687744,477,1845
718454725339934721,1451,4693
718460005985447936,504,2601
718540630683709445,969,2361
718613305783398402,460,2354
718631497683582976,7685,18215
718939241951195136,1678,5075
718971898235854848,1037,3363
719332531645071360,912,3322
719339463458033665,1181,4296
719367763014393856,715,2699
719551379208073216,1813,4882
719704490224398336,1368,4389
719991154352222208,1673,4669
720043174954147842,1926,4756
720059472081784833,1075,3729
720340705894408192,937,2764
720389942216527872,2400,6146
720415127506415616,1443,3994
720775346191278080,633,2375
720785406564900865,737,3002
721001180231503872,587,2448
721503162398597120,1750,4459
722613351520608256,1568,4816
722974582966214656,1505,3960
723179728551723008,1786,5121
723673163800948736,851,2924
723688335806480385,2813,7394
723912936180330496,1180,3760
724004602748780546,1478,4050
724046343203856385,536,2571
724049859469295616,1708,4199
724405726123311104,1592,5118
724771698126512129,607,2261
724983749226668032,1247,3619
725729321944506368,1707,5033
725786712245440512,1319,4036
725842289046749185,2559,6850
726224900189511680,1099,4280
726828223124897792,965,3451
726887082820554753,1451,3700
726935089318363137,2334,6639
727175381690781696,1333,3785
727286334147182592,784,2950
727314416056803329,714,3221
727524757080539137,1165,4326
727644517743104000,1677,5664
727685679342333952,612,2865
728015554473250816,1056,3987
728035342121635841,1606,4398
728046963732717569,1156,4150
728387165835677696,922,3587
728409960103686147,1913,4735
728653952833728512,999,3211
728751179681943552,649,2672
728760639972315136,1633,4511
728986383096946689,784,3039
729113531270991872,305,1821
729463711119904772,2217,5589
729823566028484608,1191,3839
729838605770891264,365,1675
729854734790754305,1078,3900
730196704625098752,1801,4687
730211855403241472,1020,3693
730427201120833536,998,3373
730573383004487680,2052,4724
730924654643314689,1903,5949
731156023742988288,1220,3720
731285275100512256,964,3383
732005617171337216,5163,14365
732375214819057664,2408,7812
732585889486888962,751,3537
732726085725589504,856,3443
732732193018155009,514,2354
733109485275860992,16432,51676
733460102733135873,1223,4041
733482008106668032,908,3022
733822306246479872,984,3550
733828123016450049,751,3465
734776360183431168,513,2421
